"nid","condition","username","animal","animal_sig","scientific","animal_wri","animal_cat","animal_gro","confidence","observatio","created_da","time_since","latitude","longitude","salvage","road_type","roadside_f","speed_limi","travel_fre","carcass_po","incorrect_","observer","CROSv1_NID","input_meth","review_sta","verificati","verifica_1","Image","chips_Code","chips_Numb","chips_Date","chips_Crea","chips_Area","chips_Type","chips_Stre","chips_Loca","chips_Lati","chips_Long","chips_Mark","chips_Anim","chips_Conf","chips_Nu_1","chips_Age","chips_Casc","chips_An_1","chips_Driv","chips_Nu_2","chips_Attr","chips_Note","chips_Deta","ROUTE_NUMB","AADT","StreetImageryDate","MedianType","SecondaryAttribute","MedianWidth","RoadsideBarrier","MedianNotes"
61466,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-09-25 17:54:00,"2019/09/25 20:32:00.000","definitely less than 6 hours",39.9337583951,-120.854886886,NA,"state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
60427,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels",NA,2019-06-26 09:02:00,"2019/06/26 09:45:00.000","definitely less than 3 hours",39.9337995288,-120.893737151,NA,"state / rural highway",NA,"35 mph","daily",NA,NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,NA,"urban area"
60366,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-06-18 13:06:00,"2019/06/18 13:34:00.000","definitely less than 24 hours",39.9337997957,-120.893523095,NA,"state / rural highway",NA,"35 mph","daily","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,NA,"urban area"
58218,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-01-30 07:30:00,"2017/01/30 08:08:00.000","definitely less than 12 hours",39.933812,-120.891817,NA,"state / rural highway",NA,"35 mph","weekly","road surface","Correct Species Entered","Gary Rotta",69445,NA,"reviewed","not verified","can't id from pic","/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1000752.JPG?itok=WPB-rZBx",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,"short fence",NA
47900,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-03-02 01:30:00,"2017/03/02 03:15:00.000","definitely less than 24 hours",39.933828,-120.89407,NA,"state / rural highway",NA,"35 mph","daily","road surface",NA,"Gary Rotta",69661,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,NA,NA
61218,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-08-28 14:12:00,"2019/08/28 21:12:00.000","definitely less than 6 hours",39.9338530025,-120.895371872,NA,"state / rural highway",NA,"35 mph","daily","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,NA,NA
48106,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-05-05 06:00:00,"2017/05/05 06:12:00.000","definitely less than 3 hours",39.933861,-120.895057,NA,"state / rural highway",NA,"35 mph","daily","road surface",NA,"Gary Rotta",70082,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,NA,"urban area"
84956,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-12-04 10:45:00,"2020/12/04 11:16:00.000","definitely less than 6 hours",39.9339069903,-120.855277292,"No","state / rural highway",NA,"55 mph","several times per week","road shoulder",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2020/12/P1000669.JPG?itok=SIy5LLx5",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,NA,NA
81614,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-05-20 11:00:00,"2020/05/20 12:06:00.000","definitely less than 6 hours",39.9339111037,-120.85527878,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2020/05/P1000586.JPG?itok=WpKpI2HT",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,NA,NA
85561,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-02-01 13:00:00,"2021/02/01 13:51:00.000","definitely less than 6 hours",39.9339481239,-120.870207656,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2021/02/P1000691.JPG?itok=fA92zzpS",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
85398,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-01-23 09:30:00,"2021/01/23 10:09:00.000","definitely less than 3 hours",39.9339645773,-120.855353352,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2021/01/P1000686.JPG?itok=N62SqZP2",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,NA,NA
59118,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-12-08 01:00:00,"2017/12/08 11:44:00.000","definitely less than 3 hours",39.933995,-120.890336,NA,"state / rural highway",NA,"35 mph","daily","road surface",NA,"Gary Rotta",72874,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010527.JPG?itok=zpJfy3tG",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,"cable, other fence","residential area"
86363,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-03-17 15:00:00,"2021/03/17 15:30:00.000","definitely less than 3 hours",39.9340057108,-120.899963852,"No","state / rural highway",NA,"35 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2021/03/P1000708.JPG?itok=VslaDdNV",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,NA,"urban area"
80919,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-03-24 09:15:00,"2020/03/24 10:15:00.000","definitely less than 3 hours",39.9340221642,-120.901127931,"No","state / rural highway",NA,"35 mph","daily","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2020/03/P1000574.JPG?itok=2MMKasjY",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,"cable","urban area"
86667,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-05-16 10:45:00,"2021/05/16 11:17:00.000","definitely less than 6 hours",39.9340303909,-120.900677277,"No","state / rural highway",NA,"35 mph","daily","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2021/05/P1000783.JPG?itok=HhCWuV8U",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,"other fence","urban area"
61429,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-09-22 09:11:00,"2019/09/22 13:06:00.000","definitely less than 3 hours",39.9340381035,-120.901589405,NA,"state / rural highway",NA,"35 mph","daily","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median","intersection",NA,NA,"t-junction, no break in median, urban area"
62767,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-02-01 10:45:00,"2020/02/01 11:23:00.000","definitely less than 6 hours",39.9340386176,-120.900537845,"No",NA,NA,"35 mph","daily","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2020/02/P1000554.JPG?itok=6HwggMqI",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,NA,"urban area"
59201,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-02-22 07:45:00,"2018/02/22 08:43:00.000","definitely less than 12 hours",39.934075,-120.900121,NA,"state / rural highway",NA,"35 mph","daily","road surface","Correct Species Entered","Gary Rotta",73364,NA,"reviewed","verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010646.JPG?itok=o7a5K6Eo",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,NA,"urban area"
61859,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-11-05 11:15:00,"2019/11/05 11:50:00.000","exact time of impact (witnessed event)",39.9341332246,-120.85576124,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gqry Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/11/P1000519.JPG?itok=pq8lUUo6",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
51737,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-03-17 03:45:00,"2019/03/17 03:11:00.000","definitely less than 6 hours",39.934206,-120.855899,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",77076,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"cable",NA
59080,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-11-12 03:00:00,"2017/11/12 06:24:00.000","definitely less than 6 hours",39.934223,-120.855789,NA,"state / rural highway",NA,"55 mph","daily","road surface","Correct Species Entered","Gary Rotta",72582,NA,"reviewed","verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010474.JPG?itok=CZTjPSDc",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"cable",NA
57946,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2016-09-20 05:00:00,"2016/09/20 05:42:00.000","definitely less than 24 hours",39.93424,-120.855746,NA,"state / rural highway",NA,"55 mph","weekly","road shoulder","Correct Species Entered","Gary Rotta",68126,NA,"reviewed","verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1000676.JPG?itok=95jN3Z_a",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
86362,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-03-13 09:30:00,"2021/03/13 10:23:00.000","definitely less than 6 hours",39.9342936448,-120.869530574,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2021/03/P1000707.JPG?itok=VVTXL4A1",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"cable",NA
59100,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-11-20 07:15:00,"2017/11/20 08:09:00.000","definitely less than 24 hours",39.934322,-120.856261,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",72690,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010491.JPG?itok=Vii1RjXs",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
59138,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-12-16,"2017/12/16 01:42:00.000","definitely less than 3 hours",39.934347,-120.906129,NA,"state / rural highway",NA,"35 mph","daily","road surface",NA,"Gary Rotta",73014,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010549.JPG?itok=l83I-IB6",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,"other fence","urban area"
27581,"Dead","mallory_wilson210","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2015-01-20 04:30:00,"2015/01/21 03:36:00.000","definitely less than 24 hours",39.934409,-120.888973,NA,NA,NA,NA,"monthly",NA,NA,"Mallory Wilson",44978,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,NA,NA
61523,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-10-01 09:30:00,"2019/10/02 07:42:00.000","definitely less than 3 hours",39.9344370972,-120.856644538,NA,"state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"cable",NA
61484,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-09-28 14:06:00,"2019/09/28 14:40:00.000","definitely less than 3 hours",39.9345075379,-120.888665926,NA,"state / rural highway",NA,"40 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/09/P1010989.JPG?itok=QTDqIqkY",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median",NA,NA,NA,NA
47583,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2016-11-25 06:15:00,"2016/11/25 07:36:00.000","definitely less than 12 hours",39.934519,-120.856733,NA,"state / rural highway",NA,"55 mph","weekly","road surface",NA,"Gary Rotta",69072,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"cable",NA
61735,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-10-21 13:10:00,"2019/10/21 13:38:00.000","definitely less than 3 hours",39.9345445578,-120.856828528,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/10/P1020004.JPG?itok=HTOi7JqQ",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"cable",NA
59195,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-02-17 07:30:00,"2018/02/18 08:14:00.000","definitely less than 12 hours",39.934574,-120.856712,NA,"state / rural highway",NA,"55 mph","daily","road surface","Correct Species Entered","Gary Rotta",73343,NA,"reviewed","verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010634.JPG?itok=RLhoC1Ih",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"cable",NA
49616,"Dead","micah_silver","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-12-07 23:45:00,"2017/12/08 02:46:00.000","definitely less than 24 hours",39.934604,-120.888609,NA,NA,NA,"40 mph","daily","center-divide / median",NA,"micah silver",72866,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median","pull-out",NA,NA,NA
85632,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-02-15 10:15:00,"2021/02/15 10:47:00.000","definitely less than 3 hours",39.9346350507,-120.868769823,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2021/02/P1000696.JPG?itok=FmbDgmRA",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
60464,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-06-30 09:40:00,"2019/06/30 10:06:00.000","definitely less than 6 hours",39.9346849246,-120.888304987,NA,"state / rural highway",NA,"45 mph","daily","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/06/P1010933.JPG?itok=sDjME9Vk",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median","pull-out",NA,NA,NA
49809,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-12-31 04:00:00,"2017/12/31 05:14:00.000","definitely less than 6 hours",39.934736,-120.917346,NA,"state / rural highway",NA,"50 mph","daily","road surface",NA,"Gary Rotta",73122,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,9300,2022-10-01,"no median",NA,NA,NA,NA
86546,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-04-14 08:45:00,"2021/04/14 09:24:00.000","definitely less than 3 hours",39.9347419968,-120.857413303,"No","state / rural highway",NA,"55 mph","several times per week","road shoulder",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2021/04/P1000734.JPG?itok=tgX5oYvV",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"cable",NA
59229,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-04-05 05:15:00,"2018/04/05 05:32:00.000","definitely less than 6 hours",39.934744,-120.918027,NA,"state / rural highway",NA,"50 mph","daily","road surface","Correct Species Entered","Gary Rotta",73596,NA,"reviewed","verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010681.JPG?itok=4o5cm4fQ",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,9300,2022-10-01,"no median",NA,NA,"other fence","residential area"
86772,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-05-26 10:00:00,"2021/05/26 10:39:00.000","definitely less than 6 hours",39.9347579359,-120.918486718,"No","state / rural highway",NA,"50 mph","weekly","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,9300,2022-10-01,"no median",NA,NA,NA,NA
47943,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-03-19 04:45:00,"2017/03/19 06:52:00.000","definitely less than 6 hours",39.934865,-120.921085,NA,"state / rural highway",NA,"50 mph","daily","road surface",NA,"Gary Rotta",69733,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,9300,2022-10-01,"no median",NA,NA,NA,NA
47864,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-02-25 08:00:00,"2017/02/26 01:31:00.000","definitely less than 6 hours",39.934881,-120.86832,NA,"state / rural highway",NA,"55 mph","weekly","road surface",NA,"Gary Rotta",69609,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"thrie beam",NA
86361,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-03-12 09:15:00,"2021/03/13 10:21:00.000","definitely less than 3 hours",39.9349224679,-120.887786254,"No","state / rural highway",NA,"40 mph","several times per week","road shoulder",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,5750,2022-10-01,"no median","pull-out",NA,NA,NA
84875,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-11-28 11:00:00,"2020/11/28 11:47:00.000","definitely less than 6 hours",39.9349234962,-120.857803914,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2020/11/P1000662.JPG?itok=CzdRghA6",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
51275,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-11-09 02:30:00,"2018/11/09 03:43:00.000","definitely less than 6 hours",39.934985,-120.857624,NA,"state / rural highway",NA,"55 mph","weekly","road surface",NA,"Gary Rotta",76269,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
50056,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-04-01 03:00:00,"2018/04/01 02:59:00.000","definitely less than 6 hours",39.934997,-120.9247,NA,"state / rural highway",NA,"50 mph","daily","road surface",NA,"Gary Rotta",73573,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,9300,2022-10-01,"no median","intersection",NA,NA,"t-junction, no break in median"
58906,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-10-08 02:30:00,"2017/10/08 02:13:00.000","definitely less than 6 hours",39.935013,-120.924582,NA,"state / rural highway",NA,"50 mph","daily","road surface",NA,"Gary Rotta",72000,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010378.JPG?itok=-AGt6LFI",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,9300,2022-10-01,"no median",NA,NA,NA,NA
